Keywords,Tags,Volume,2025-08-15,2025-08-01,2025-07-26,2025-07-15,2025-07-01,2025-06-26,2025-06-15,2025-06-01,2025-05-26,2025-05-15,2025-05-01,2025-04-26,2025-04-15,2025-04-01,2025-03-26,2025-03-15,2025-03-01,2025-02-26,2025-02-15,2025-02-01,2025-01-26,2025-01-15,2025-01-01,2024-12-26,2024-12-15,2024-12-01,2024-11-26,2024-11-15,2024-11-08,2024-11-01,2024-10-26,2024-10-21,2024-08-01,2024-07-26,2024-07-15,2024-07-08,2024-07-01,2024-06-26,2024-06-15,2024-06-04,2024-06-01,2024-05-26,2024-05-23,2024-05-15,2024-05-01,2024-04-26,2024-04-15,2024-04-09,2024-04-01,2024-03-26,2024-03-15,2024-03-14,2024-03-07,2024-03-01,2024-02-01,2024-01-23,2024-01-16,2024-01-12,2024-01-11,2024-01-10,2024-01-02,2024-01-01,2023-12-01,2023-11-30,2023-11-15,2023-11-13,2023-11-10,2023-11-01,2023-10-01,2023-09-01,2023-08-14,2023-08-01,2023-07-27,2023-07-18,URL in SERP,Expected URL
flow hood,hoods-lafw,2400,6,11,12,15,6,13,12,15,7,11,13,11,12,5,9,10,11,11,12,9,6,7,7,14,8,13,14,15,34,29,20,24,27,15,20,30,10,10,11,n/a,24,8,n/a,6,8,9,8,7,7,8,8,n/a,n/a,8,5,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/laminar-flow-hoods.php,
flush clean room windows,windows,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,n/a,2,2,n/a,2,2,2,2,2,2,2,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-windows-77831.html,
frp clean room panels,"cleanroom-walls-and-panels, low-volume-desktop",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/wall-panels-frp-for-cleanrooms-3052-pp-01.html,
fume extraction hood,hoods-fume,140,41,40,40,43,37,22,37,13,36,33,8,10,12,11,11,8,5,8,13,14,15,16,11,9,15,19,18,18,21,14,15,13,9,12,16,17,20,42,14,n/a,10,16,n/a,16,12,6,8,9,29,27,26,n/a,n/a,24,20,n/a,n/a,n/a,n/a,n/a,23,20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/exhaust-fume-hoods.html,
fume hood,hoods-fume,9900,74,79,41,72,73,66,78,32,42,20,65,13,15,8,8,10,21,10,7,21,21,22,24,29,22,36,-,30,20,29,20,7,17,9,26,43,39,28,40,n/a,6,8,n/a,9,13,15,25,64,9,7,9,n/a,n/a,8,7,n/a,n/a,n/a,n/a,n/a,7,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood benchtop,hoods-fume,50,6,4,4,2,2,2,10,8,10,6,9,9,9,12,10,5,6,5,5,6,5,6,16,28,15,32,16,20,16,16,13,17,40,73,57,42,37,41,42,n/a,42,22,n/a,22,19,20,18,51,17,19,49,n/a,n/a,55,32,n/a,n/a,n/a,n/a,n/a,28,25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-hoods-by-labconco.php,
fume hood chemical,hoods-fume,720,52,68,21,17,19,20,20,16,18,20,15,7,8,6,6,7,7,7,6,-,7,54,56,46,60,61,62,58,53,33,30,35,55,57,65,65,65,-,63,n/a,65,71,n/a,49,50,63,63,61,85,81,79,n/a,n/a,83,15,n/a,n/a,n/a,n/a,n/a,16,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood chemistry,hoods-fume,720,79,79,64,54,64,68,60,45,48,13,17,18,12,18,56,17,15,58,30,36,37,63,58,56,43,55,53,45,40,34,38,38,54,56,64,60,67,62,70,n/a,72,82,n/a,79,79,58,75,71,44,33,12,n/a,n/a,14,14,n/a,n/a,n/a,n/a,n/a,19,17,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood explosion proof,hoods-fume,30,2,2,3,2,3,3,3,2,4,3,2,2,3,3,3,3,3,1,2,2,2,2,2,3,3,3,3,4,4,4,3,3,2,2,4,3,2,3,3,n/a,5,3,n/a,5,3,3,5,4,4,4,4,n/a,n/a,6,5,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/explosion-proof-hoods.php,
fume hood for chemical laboratory,hoods-fume,90,70,-,21,-,-,-,-,-,-,-,62,88,81,16,15,16,10,12,45,56,50,76,78,49,76,52,51,44,47,45,14,47,47,15,42,50,52,53,58,n/a,57,57,n/a,5,14,14,17,12,14,13,13,n/a,n/a,17,10,n/a,n/a,n/a,n/a,n/a,12,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood for laboratory,hoods-fume,720,58,31,19,41,35,57,44,8,10,58,56,17,15,9,7,10,7,10,7,28,17,32,29,29,42,35,34,23,23,16,10,8,33,21,35,36,31,29,31,n/a,23,23,n/a,15,12,15,17,17,22,11,13,n/a,n/a,15,12,n/a,n/a,n/a,n/a,n/a,11,11,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood in chemistry lab,hoods-fume,90,-,-,-,88,-,43,-,-,-,-,81,73,69,26,17,56,14,15,11,-,-,-,26,27,27,64,65,59,55,62,59,28,67,65,81,69,76,73,72,n/a,82,59,n/a,74,78,97,88,85,88,-,17,n/a,n/a,20,17,n/a,n/a,n/a,n/a,n/a,96,27,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
fume hood in lab,hoods-fume,720,66,28,46,78,65,28,-,85,46,-,27,31,29,15,14,17,17,15,16,83,31,26,23,27,38,32,32,43,44,18,15,11,36,37,24,36,42,42,42,n/a,9,36,n/a,35,44,19,-,24,-,-,14,n/a,n/a,18,16,n/a,n/a,n/a,n/a,n/a,18,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood in laboratory,hoods-fume,720,83,91,83,67,82,88,84,63,81,49,89,34,34,30,25,36,29,34,19,31,34,33,42,42,42,46,36,49,41,33,31,23,46,50,56,60,46,57,61,n/a,32,59,n/a,78,84,80,-,58,25,20,28,n/a,n/a,21,16,n/a,n/a,n/a,n/a,n/a,27,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood laboratory,hoods-fume,720,62,68,67,28,75,26,62,21,26,19,14,-,19,10,9,14,11,19,13,32,31,33,31,29,45,40,39,30,29,27,25,11,23,25,20,42,34,37,30,n/a,29,20,n/a,5,18,44,21,22,17,14,17,n/a,n/a,-,16,n/a,n/a,n/a,n/a,n/a,15,15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hood portable,hoods-fume,320,54,65,40,47,50,46,71,67,53,42,58,58,46,46,86,38,87,96,41,36,46,-,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n/a,-,-,n/a,-,-,-,-,-,-,-,-,n/a,n/a,-,-,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/explosion-proof-ductless-exhaust-hoods.html,
fume hoods,hoods-fume,9900,51,66,74,71,68,56,67,15,11,18,11,14,8,7,8,9,7,11,8,30,26,38,31,35,41,39,33,37,33,17,13,14,32,8,10,36,49,39,39,n/a,8,11,n/a,8,10,11,8,9,10,9,11,n/a,n/a,10,9,n/a,n/a,n/a,n/a,n/a,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
fume hoods lab,hoods-fume,320,20,11,12,11,18,17,17,12,17,20,78,15,13,16,12,9,14,12,24,35,20,36,28,31,28,36,35,30,27,14,9,10,19,21,11,41,37,28,28,n/a,20,18,n/a,18,21,24,17,20,51,21,17,n/a,n/a,23,18,n/a,n/a,n/a,n/a,n/a,18,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/basic-laboratory-fume-hoods-from-labconco.html,
fume hoods laboratory,hoods-fume,720,16,19,20,17,12,13,11,17,19,-,-,25,21,13,10,18,13,14,26,26,21,30,30,30,20,46,42,40,27,14,11,12,17,20,30,39,29,29,27,n/a,27,23,n/a,29,31,30,32,31,22,20,21,n/a,n/a,19,15,n/a,n/a,n/a,n/a,n/a,16,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/basic-laboratory-fume-hoods-from-labconco.html,
fume hoods used,hoods-fume,140,41,60,35,-,-,-,-,-,-,45,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,78,-,64,59,97,-,96,96,-,n/a,-,-,n/a,34,-,-,-,-,-,36,31,n/a,n/a,28,40,n/a,n/a,n/a,n/a,n/a,36,31,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/fume-and-exhaust-hoods.php,
furniture for clean room,"low-volume-desktop, gowning-room-equipment",0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,2,4,4,4,2,2,2,2,4,3,4,2,3,3,3,3,3,3,3,n/a,3,3,n/a,3,3,3,3,3,3,3,3,n/a,n/a,38,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/cleanroom-equipment-and-furnishings.php,
germ free isolator,"recently-added, gloveboxes",20,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,13,22,-,6,6,6,8,5,6,5,5,5,4,4,4,4,4,n/a,4,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/photogallery/washing-and-sterilization-equipment/biohazard-containment-isolators/aseptic-glove-box-isolators-by-germfree.php,
germ free isolators,"recently-added, gloveboxes",10,-,-,-,-,-,-,-,-,-,68,-,60,50,43,47,47,48,47,46,43,47,53,85,80,68,74,74,77,67,-,63,66,63,22,62,7,7,21,5,n/a,40,38,37,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
glass vacuum desiccators,desiccator vacuum,30,-,-,-,-,52,50,60,28,35,41,40,32,27,36,29,33,25,33,26,26,30,33,33,-,34,-,25,23,26,24,50,63,37,34,46,48,42,45,34,n/a,-,44,n/a,-,-,35,-,-,-,-,-,n/a,n/a,79,72,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,
glove box,gloveboxes,8100,8,17,17,10,15,16,10,15,10,25,17,19,10,11,9,12,12,10,13,14,12,14,14,10,6,11,7,5,7,6,6,5,13,14,17,15,15,13,17,n/a,19,22,n/a,22,24,24,19,17,17,19,10,n/a,n/a,14,10,n/a,n/a,n/a,n/a,n/a,16,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/complete-history-glovebox,
glove box accessories,gloveboxes,30,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,2,2,n/a,2,2,n/a,2,2,2,1,1,1,2,2,n/a,n/a,2,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/photogallery/glovebox-accessories.php,
glove box isolator,"recently-added, gloveboxes",70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-boxes-isolators.php,
glove box isolator manufacturers,"recently-added, low-volume-desktop, gloveboxes",0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,3,3,3,3,3,3,1,2,1,1,1,1,1,3,2,3,3,3,3,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-boxes-isolators.php,
glovebox,gloveboxes,3600,7,-,-,31,28,37,35,29,36,17,33,23,26,29,18,46,27,16,23,16,22,31,25,22,52,19,17,23,25,5,23,21,20,19,48,22,16,20,29,n/a,8,51,n/a,37,39,37,30,21,4,40,25,n/a,n/a,4,11,n/a,n/a,n/a,n/a,n/a,5,6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/complete-history-glovebox,
glovebox gloves,gloveboxes,260,2,2,2,2,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,3,3,2,1,2,6,3,3,3,1,3,2,2,1,1,1,3,2,1,1,n/a,1,1,n/a,1,1,1,1,2,1,1,1,n/a,n/a,2,4,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glovebox-gloves.php,
glovebox isolator,"recently-added, gloveboxes",70,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-boxes-isolators.php,
glove box laboratory equipment,gloveboxes,10,3,2,3,4,5,4,13,9,12,6,10,9,11,11,10,10,10,12,8,7,8,14,9,9,10,6,9,8,6,5,5,5,2,6,4,4,7,5,3,n/a,7,6,n/a,11,4,6,4,4,4,4,4,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/basic-laboratory-gloveboxes.html,
glove box port,gloveboxes,30,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,3,3,2,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,5,4,2,n/a,2,2,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-ports-73012.html,
glove box ports,gloveboxes,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-ports-73012.html,
glove port,gloveboxes,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,1,n/a,1,1,n/a,3,1,2,2,2,2,2,3,n/a,n/a,3,2,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-ports-73012.html,
glove ports,gloveboxes,30,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,4,4,1,n/a,1,1,n/a,5,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-ports-73012.html,
glovebox manufacturers,gloveboxes,10,6,4,2,1,1,1,1,1,1,3,4,4,4,4,4,4,4,6,7,7,7,9,9,10,5,5,8,8,7,7,10,7,8,9,10,10,8,10,10,n/a,10,11,n/a,11,10,13,15,13,13,14,13,n/a,n/a,12,13,n/a,n/a,n/a,n/a,n/a,12,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-boxes-isolators.php,
gloves box isolator,"recently-added, low-volume-desktop, gloveboxes",70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/glove-boxes-isolators.php,
gmp clean room furniture,"tables-and-workbenches, low-volume-desktop",0,2,2,2,5,6,4,6,5,5,6,7,3,2,3,6,5,7,6,7,6,9,6,9,6,6,5,5,6,7,7,7,9,8,7,7,8,7,7,7,n/a,6,4,n/a,5,6,6,7,6,5,5,5,n/a,n/a,7,10,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-furniture,
gmp clean room panels,cleanroom-walls-and-panels,10,2,5,3,4,4,4,3,4,3,5,3,5,3,7,6,6,4,5,3,2,3,3,3,4,6,6,9,6,4,7,6,5,5,4,8,8,9,13,9,n/a,7,6,n/a,6,7,8,7,7,7,9,7,n/a,n/a,6,4,n/a,n/a,n/a,n/a,n/a,4,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/wall-panel-cleanroom-conversion-cpvc-smooth-6601-89-0408.html,
gmp cleanroom furniture,"tables-and-workbenches, low-volume-desktop",0,4,3,3,8,10,6,5,8,7,8,8,7,6,7,3,8,5,4,7,9,8,8,5,4,7,4,4,6,5,6,5,5,6,7,6,6,6,6,6,n/a,5,4,n/a,7,5,5,5,7,5,6,8,n/a,n/a,8,8,n/a,n/a,n/a,n/a,n/a,8,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-furniture,
gowning clean room,gowning-room,30,1,2,2,2,3,5,6,5,8,8,2,7,7,8,7,6,6,2,2,2,1,2,5,6,3,1,2,3,3,7,3,3,2,2,2,2,2,2,2,n/a,3,3,n/a,3,3,2,3,2,2,3,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,2,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-gowning-procedures-steps-in-order-with-instructions,
gowning for clean room,gowning-room,30,1,1,1,1,1,3,3,3,5,5,3,4,5,5,2,6,7,6,5,1,1,2,2,2,3,3,1,1,2,2,1,2,3,1,2,2,1,3,3,n/a,2,2,n/a,3,3,3,3,1,1,1,2,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,3,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-gowning-procedures-steps-in-order-with-instructions,
gowning procedure for the clean room,"low-volume-desktop, gowning-room",0,3,3,2,2,3,3,6,7,8,4,6,6,6,5,4,4,1,4,1,3,1,1,8,6,3,1,1,1,1,1,1,1,4,4,5,5,2,5,5,n/a,5,3,n/a,6,4,4,1,1,1,4,3,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-gowning-procedures-steps-in-order-with-instructions,
gowning requirements for clean rooms,gowning-room,20,1,2,2,2,2,2,7,6,1,7,7,7,6,7,7,9,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,n/a,3,3,n/a,3,3,3,4,3,3,4,3,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,4,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-gowning-procedures-steps-in-order-with-instructions,
gowning room clean room,"low-volume-desktop, gowning-room",0,4,4,4,4,4,4,5,6,4,5,4,4,5,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,3,n/a,4,4,n/a,4,3,3,4,5,3,5,5,n/a,n/a,6,6,n/a,n/a,n/a,n/a,n/a,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/blog/cleanroom-gowning-procedures-steps-in-order-with-instructions,
grp hygienic doors,doors,10,19,3,2,5,5,4,4,4,3,3,4,3,3,3,4,3,4,3,4,5,5,4,4,7,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,n/a,3,4,n/a,4,4,4,4,4,4,5,4,n/a,n/a,4,4,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/media/asset-library/f/r/frp-cleanroom-doors-brochure-dortek.pdf,
hands free cleanroom sink,"low-volume-desktop, hygiene-sinks",0,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,n/a,1,1,n/a,1,2,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hands-free-sink-and-hand-dryers.html,
hands free dryer for clean room,"low-volume-desktop, hygiene-hand-dryers",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hands-free-sink-and-hand-dryers.html,
hard wall clean room,cleanroom,70,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,2,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
hard wall clean rooms,cleanroom,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,2,2,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
hard wall cleanroom,cleanroom,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
hard wall cleanrooms,cleanroom,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,1,1,n/a,n/a,1,1,n/a,n/a,n/a,2,n/a,2,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
hardwall clean room,cleanroom,70,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,2,2,2,2,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
hardwall clean rooms,cleanroom,70,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,n/a,1,1,n/a,1,1,1,1,1,1,2,1,n/a,n/a,1,1,n/a,n/a,n/a,1,n/a,1,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,https://www.terrauniversal.com/hardwall-cleanrooms.php,
